Exp_name,Enemy,Run,Gen,Mean_fit,Max_fit
ea_fps,[3, 6, 8],0,0,-4.316394421830624,14.549634094658835
ea_fps,[3, 6, 8],0,1,-3.152758203830877,14.549634094658835
ea_fps,[3, 6, 8],0,2,-1.257195858516685,14.549634094658835
ea_fps,[3, 6, 8],0,3,1.8333494768716805,17.867659964552228
ea_fps,[3, 6, 8],0,4,3.6672708920600234,17.867659964552228
ea_fps,[3, 6, 8],0,5,3.467074806509962,17.867659964552228
ea_fps,[3, 6, 8],0,6,3.9910216609483102,17.867659964552228
ea_fps,[3, 6, 8],0,7,6.531978150249126,39.90855357318547
ea_fps,[3, 6, 8],0,8,7.582243099999869,39.90855357318547
ea_fps,[3, 6, 8],0,9,8.858759087858985,39.90855357318547
ea_fps,[3, 6, 8],0,10,8.987542802177757,39.90855357318547
ea_fps,[3, 6, 8],0,11,8.99697267837916,39.90855357318547
ea_fps,[3, 6, 8],0,12,9.632710638543417,39.90855357318547
ea_fps,[3, 6, 8],0,13,10.542377748302131,39.90855357318547
ea_fps,[3, 6, 8],0,14,10.855434706752948,39.90855357318547
ea_fps,[3, 6, 8],0,15,11.66193870830208,39.90855357318547
ea_fps,[3, 6, 8],0,16,12.798991810168177,39.90855357318547
ea_fps,[3, 6, 8],0,17,13.166170477751997,39.90855357318547
ea_fps,[3, 6, 8],0,18,13.46439372628223,39.90855357318547
ea_fps,[3, 6, 8],0,19,14.529612923079656,39.90855357318547
ea_fps,[3, 6, 8],0,20,14.401713991410956,39.90855357318547
ea_fps,[3, 6, 8],0,21,15.601770367368097,41.120042408214516
ea_fps,[3, 6, 8],0,22,15.767655614199247,41.120042408214516
ea_fps,[3, 6, 8],0,23,18.26517136200938,41.120042408214516
ea_fps,[3, 6, 8],0,24,19.089961521481,41.120042408214516
ea_fps,[3, 6, 8],0,25,19.367233523915083,41.120042408214516
ea_fps,[3, 6, 8],0,26,19.24812391374034,41.120042408214516
ea_fps,[3, 6, 8],0,27,18.600323355509612,41.120042408214516
ea_fps,[3, 6, 8],0,28,19.220979828851554,41.120042408214516
ea_fps,[3, 6, 8],0,29,19.43547089545029,41.120042408214516
ea_fps,[3, 6, 8],1,0,-3.4292660364410956,16.268305584910188
ea_fps,[3, 6, 8],1,1,-1.8692812079795653,16.268305584910188
ea_fps,[3, 6, 8],1,2,-1.397750003451681,16.268305584910188
ea_fps,[3, 6, 8],1,3,0.2674703436378845,16.268305584910188
ea_fps,[3, 6, 8],1,4,1.0716649388608557,16.268305584910188
ea_fps,[3, 6, 8],1,5,1.6032777979394945,16.268305584910188
ea_fps,[3, 6, 8],1,6,2.556624988629184,16.268305584910188
ea_fps,[3, 6, 8],1,7,4.459885642336544,31.27037457734898
ea_fps,[3, 6, 8],1,8,4.9191937722224255,31.27037457734898
ea_fps,[3, 6, 8],1,9,6.374031498373139,31.27037457734898
ea_fps,[3, 6, 8],1,10,7.336171503190452,31.27037457734898
ea_fps,[3, 6, 8],1,11,8.723644493197462,53.37844312996108
ea_fps,[3, 6, 8],1,12,9.816498082165527,53.37844312996108
ea_fps,[3, 6, 8],1,13,11.332024959938513,53.37844312996108
ea_fps,[3, 6, 8],1,14,11.525456214699457,53.37844312996108
ea_fps,[3, 6, 8],1,15,9.905553235621788,53.37844312996108
ea_fps,[3, 6, 8],1,16,12.313566848832098,53.37844312996108
ea_fps,[3, 6, 8],1,17,15.09159032322237,53.37844312996108
ea_fps,[3, 6, 8],1,18,17.612790521654397,53.37844312996108
ea_fps,[3, 6, 8],1,19,16.527568697348926,53.37844312996108
ea_fps,[3, 6, 8],1,20,17.58243723088781,53.37844312996108
ea_fps,[3, 6, 8],1,21,18.465869084889505,53.37844312996108
ea_fps,[3, 6, 8],1,22,20.169012826105742,53.37844312996108
ea_fps,[3, 6, 8],1,23,20.94577951011845,53.37844312996108
ea_fps,[3, 6, 8],1,24,23.59410504367588,53.37844312996108
ea_fps,[3, 6, 8],1,25,22.76867845586144,53.37844312996108
ea_fps,[3, 6, 8],1,26,23.586164427186137,53.37844312996108
ea_fps,[3, 6, 8],1,27,24.647955124004312,53.37844312996108
ea_fps,[3, 6, 8],1,28,24.257012035674435,53.37844312996108
ea_fps,[3, 6, 8],1,29,23.158075849239644,53.37844312996108
ea_fps,[3, 6, 8],2,0,-4.980682115684072,13.989711284037384
ea_fps,[3, 6, 8],2,1,-3.2079254936647295,13.989711284037384
ea_fps,[3, 6, 8],2,2,-2.7845838005736563,28.829268038640336
ea_fps,[3, 6, 8],2,3,-1.0593631520953197,28.829268038640336
