Exp_name,Enemy,Run,Gen,Mean_fit,Max_fit
ea50,6,0,0,-3.0079626874261707,38.61143859445437
ea50,6,0,1,0.9604070222902965,57.37959913428285
ea50,6,0,2,6.704147105557855,66.25699681219052
ea50,6,0,3,13.417657605391435,66.25699681219052
ea50,6,0,4,16.742024611815772,66.25699681219052
ea50,6,0,5,22.17678738839095,66.44317193830047
ea50,6,0,6,24.85746867820084,66.44317193830047
ea50,6,0,7,28.43338877827262,66.44317193830047
ea50,6,0,8,33.93500325967286,86.14254710353532
ea50,6,0,9,35.80875331647538,86.14254710353532
ea50,6,0,10,38.78607200028003,86.14254710353532
ea50,6,0,11,41.69871151507346,86.14254710353532
ea50,6,0,12,42.45084789730939,86.14254710353532
ea50,6,0,13,46.87818404990592,86.5901190770195
ea50,6,0,14,49.428221599279304,87.41165549623894
ea50,6,0,15,57.21093420943765,89.13282822853992
ea50,6,0,16,56.204432573818224,89.13282822853992
ea50,6,0,17,57.46066360160011,89.13282822853992
ea50,6,0,18,55.668600331145456,89.13282822853992
ea50,6,0,19,55.60197581106501,89.13282822853992
ea50,6,0,20,61.24634636502887,89.13282822853992
ea50,6,0,21,60.60194262767761,89.13282822853992
ea50,6,0,22,59.24604086799429,89.13282822853992
ea50,6,0,23,59.66842597521706,89.13282822853992
ea50,6,0,24,61.198259166297,89.13282822853992
ea50,6,0,25,60.49456067730863,89.13282822853992
ea50,6,0,26,60.74787266155308,89.13282822853992
ea50,6,0,27,60.17649161592493,89.13282822853992
ea50,6,0,28,60.64234855653155,89.13282822853992
ea50,6,0,29,59.56042278455263,89.13282822853992
ea50,6,0,30,60.94061367164825,89.13282822853992
ea50,6,0,31,58.92510903311525,89.13282822853992
ea50,6,0,32,58.651084599115784,89.13282822853992
ea50,6,0,33,57.69799402402467,89.13282822853992
ea50,6,0,34,60.19367815652461,89.61282822853993
ea50,6,0,35,62.85404212770688,89.61282822853993
ea50,6,0,36,61.88944992674258,90.03679627126205
ea50,6,0,37,62.54414071407436,90.03679627126205
ea50,6,0,38,58.30115546944827,90.03679627126205
ea50,6,0,39,55.276734569778846,90.03679627126205
ea50,6,0,40,54.734275829267915,90.03679627126205
ea50,6,0,41,57.067586876344606,90.03679627126205
ea50,6,0,42,57.35272822013832,90.03679627126205
ea50,6,0,43,59.76656984641444,90.03679627126205
ea50,6,0,44,61.09857200767665,90.03679627126205
ea50,6,0,45,62.72551815535968,90.03679627126205
ea50,6,0,46,60.21400703306669,90.03679627126205
ea50,6,0,47,59.85237710538997,90.03679627126205
ea50,6,0,48,60.78049854614807,90.03679627126205
ea50,6,0,49,61.118429992778125,90.03679627126205
ea50,6,1,0,-3.117059948360845,21.795993312923205
ea50,6,1,1,0.3453219481476414,21.801502968734173
ea50,6,1,2,6.823038806903068,48.361645330666256
ea50,6,1,3,12.467364655993157,48.361645330666256
ea50,6,1,4,17.597378432670773,89.75471528152868
ea50,6,1,5,18.390318905294038,89.75471528152868
ea50,6,1,6,20.150499296858875,89.75471528152868
ea50,6,1,7,22.916621780843542,89.75471528152868
ea50,6,1,8,23.68710637863303,89.75471528152868
ea50,6,1,9,24.587968891968313,89.75471528152868
ea50,6,1,10,27.056257564466407,89.75471528152868
ea50,6,1,11,28.715409574003402,89.75471528152868
ea50,6,1,12,27.84406985485306,89.75471528152868
ea50,6,1,13,28.567587263393694,89.75471528152868
ea50,6,1,14,31.56999796081433,89.75471528152868
ea50,6,1,15,30.80845888463803,89.75471528152868
ea50,6,1,16,33.00212215397395,89.75471528152868
ea50,6,1,17,35.4182743075624,89.75471528152868
ea50,6,1,18,36.75857731414515,89.75471528152868
ea50,6,1,19,37.763267645132565,89.75471528152868
ea50,6,1,20,38.05856240661896,89.75471528152868
ea50,6,1,21,39.82385039161432,89.75471528152868
ea50,6,1,22,39.36787672641752,89.75471528152868
ea50,6,1,23,41.51765648473056,89.75471528152868
ea50,6,1,24,43.79440158634979,89.75471528152868
ea50,6,1,25,45.039701675436284,89.75471528152868
ea50,6,1,26,42.85216157016705,89.75471528152868
ea50,6,1,27,42.27333881592778,89.75471528152868
ea50,6,1,28,41.680070803130455,89.75471528152868
ea50,6,1,29,44.78474551661862,90.00542711864944
ea50,6,1,30,46.24717894855296,90.00542711864944
ea50,6,1,31,45.45041602993182,90.00542711864944
ea50,6,1,32,44.076243708434625,90.00542711864944
ea50,6,1,33,43.37577630140403,90.00542711864944
ea50,6,1,34,45.84261048720266,90.00542711864944
ea50,6,1,35,46.98251475643059,90.00542711864944
ea50,6,1,36,46.91838107307175,90.00542711864944
ea50,6,1,37,47.40735498448307,90.00542711864944
ea50,6,1,38,47.11553767276946,90.00542711864944
